,business_id,business_review_count,review_id,reviewer_average_stars,reviewer_review_count,reviewer_useful,text
,,,,,,,
5046,WixkMVXXFCx-lYsr6JoF6Q,38,_D9JaIWktycueAwKFnbHzA,4.09,22,7,"Great selection, TONS of flavor, always hot and fresh, nice staff, great prices. In my top 3 quick restaurants."
,,,,,,,
5047,6Kon3cR5ZEm5rmYKlpcfcw,199,CpySSNVLdMNU9Gfg7Xp6hg,2.95,19,73,"What a great property. Only had been to the bar years ago after the renovation, finally had a chance to stay in a Studio room this weekend. I was over the moon after this stay.

I was looking for a nice weekend treat for me an my girlfriend. Vegas was tempting, but the drive eats up time I just don't have, and I don't gamble. For about the same as a discounted room at the Mirage and fuel expenses, I was able to get a gorgeous suite at the Valley Ho. 

Very fast, friendly check in. No lines, no bullshit resort fees and a personable guy behind the counter. Never get that in Vegas...

Decor is startlingly unique. In a sea of cookie cutter mega resorts, a nice spin on hip, 1960's American style is a welcome change of pace. The details are like no other hotel I've stayed in, and the grounds are well landscaped and immaculate. It's quite humbling to think this place has seen patrons for 55 years. 

Studio Suite is super cool. Clean, good sized and hip. Tub in the center of the room was very, very cool, and was very useful. Good bed, good linens, great shower. Dug the little patio and the large sliding glass doors were awesome on a cool fall morning. Good colors, too. Only a few gripes; the bed side lamps are unusable with their super bright, nasty color temperature CFLs. Thankfully, there's lots of other mood lighting available. Also, the ceiling was starting to look a bit worse for wear, with some sagging at the joints and some water stains. Flat roofs always leak, though. In room music system ala Hard Rock would be a great addition, since TV is for the birds.  

Location is unbeatable. A short walk to anything in Old Town, Fashion Square, nightclub block, etc. But far enough away from the bars that it's quiet at night. Found a great new restaurant (The House) on Main St. that I would have never stumbled across otherwise. Probably the only worthwhile, walkable district in Phoenix that never disappoints, and this hotel takes advantage of it. 

I will absolutely be back. Makes a great in town escape. Just wish I would have tried it out sooner!"
,,,,,,,
5048,eHcQzL5eebqvKrLW5q283w,48,8aMyNXNHrl83-A7YeyUbfg,3.72,142,172,"We have some friend who were RAVING about this place, so we popped in for a sandwich before a movie recently.  I gotta say, I had a great reuben sandwich that I was VERY pleased with.  I'm not sure if I will be venturing to the area just to have this sandwich again, but it was super tasty.  Everyone seemed to like what they had and the menu has something for everyone.  If I'm in the area again, I might venture here, but I am partial to Jimmy John's (next door) so it might be hard to choose."
,,,,,,,
5049,uflQ_lKBfS6WknNlm_HK8g,6,jxla5QHTa552BQ3adbxvhw,3.86,127,440,"this was my first visit to a Sizzler and I thought it was pretty good. The shrimp dinner I ordered was not that great but the salad and dessert bar made up for that. The place is no Golden Corral by any means but what they got is pretty good , you will leave with a full belly . the service was good and I was able to make a strawberry shortcake from the dessert bar. So I will say YAY I am a fan!"
,,,,,,,
5050,ib-y5nsfn3unE0lLY1vfAw,94,vSjJrRCpXUwvBHAoQrRaqg,4.32,25,46,"Well i seen some 1 and 2 stars, don't know what the hell they talking about, but this place rocks. I gave them a 4 star cuz too many people take their kids and cant control them there. LOL. 

But the food is the SHIZZNIT!!!! 

The Chips they bring out are nice crunchy and salt to taste. the salsas and the Lil bean dip uffffff, love it. 

The food is nice and spicy, since I'm Mexican i can handle the heat. 
I always get the Pollo con Queso, can you say DELISIOSO!!! 
My favorite. 

Waiter/es all are kind and helping on ordering. 
If your into Mexican food, its a need to try."
,,,,,,,
5051,l0S5b8YYyDbjttTWtKc-gg,13,SgrzYyD-zyrNIcncg8iwSQ,3.54,377,487,"Beep Beep!  Who's got the keys to my jeep?  Vroooom! (Missy ""Misdemeanor "" Elliott)

Food Truck Friday happens, well, every Friday in downtown Phoenix.  Located off Pierce and Central the the food truck phenomenum has arrived in Phoenix.  Thank you Great Food Truck Race on Food Network!  Actually Food Truck Friday was started by the Phoenix Street Food Coalition.  If you didn't know, Phoenix lags behind in the food truck scene like Los Angeles, New York, Portland, etc.  Who knew huh?  Yeah, like you didn't know!

The area where this event happens is not very big.  Seating is a B-I-T-C (shut your mouth!) I'm not even going to bring up the Shaft!  However, come early enough and maybe you'll get lucky.  Some people to do the ""I'm saving these seats for a friend"", thing, which really really is annoying!  

Needless to say the scene is awesome!  Hot dogs, burgers, pizza, rice bowls, and cajun burritos!  I guarantee you'll come back for more and to explore the different flavors!  You definitely won't have all Friday to do so, but check out their daily weekly schedule - http://www.downtownphoenix.com/blog/tag/food-truck-fridays/ - Enjoy!"
,,,,,,,
5052,jrZ4CdPKcXtFv_xhV8ThaA,30,1VYvIdcIRAotBlYVjw97wA,5,1,0,"If you are writing poor reviews you obviously have not eaten Susie's Chile Verde con Carne.   I dream about it.  And I grew up in New Mexico!  The best  bowl of green chili stew or even better the green enchiladas with melt-in-your-mouth beef anywhere in town.  #13...don't forget the sour cream.   

So you with the 2 & 3 stars go back and try the green chili and watch your stars become shooting stars!  I've never tried anything else there.  Why would you when you've found green chili heaven? Man, just talking about it makes me drool.  I'm headed out the door.....Susie's here I come!"
,,,,,,,
5053,SG_gEmEXL4ID6RAEinC5Bg,71,ti06-kxL_5IHy9hR9TFizg,3.59,234,194,"I have been to this Museum twice so far. And both times I enjoyed myself. But this place is huge. There is so much to see if you are into Native American art or just art and lifestyles, history of Native Americans. I love it. I was recently there to see the Indian Market and seen the Boarding School exhibit and Kachina exhibit. I love seeing all the Kachina dolls. When ever I am in town I know I will always go there to check out the new exhibits."
,,,,,,,
5054,e0Or6HYHL03y7IHl0itIOw,7,ZAU_99yxKqM_EEPjcDCqIg,4.59,22,19,"All I have to say is wow.  The auto picks and portrait pick that MelonFishPhoto did for me blew my mind.  I felt pretty confident after seeing some of the photos he had done, but my expectations were far exceeded.  He has a creative eye that caught much more than just the personality of the car.  The picture brought tons of people to my sites asking who shot the pics.  The portraits were truly great and fun to do.  I actually saw myself in a new light that I never saw before.  I loved it.  Anyone can take a picture, but very few people can take pictures that draw people in and seem to almost have an active emotion behind them.  I strongly recommend MelonFishPhoto to anyone for any photography need."
,,,,,,,
5055,Lgqk00bglDyZfe5KbLhw6Q,44,Hdvkhl1Jzhci6PM2cQaaZg,4.09,162,192,"I absolutely HATE chain restaurants!

Although in this case, I have to make an exception.  I'm really into the food at Buca.

I used to live in the SF Bay Area, and I had to wait damn near 2 hours to eat at the Buca located at downtown SF.  I now live in Chandler, AZ and the first time I visited a Buca here, I didn't have to wait any longer than 30 seconds.  

I usually have a standard list of items that I order for the entire table when my family goes to Buca:

Bruschetta
Linguine Frutti DiMare
Margherita Pizza
Pepperoni Pizza
Chicken Marsala

I also frequent other independently owned Italian restaurants, but Buca holds a special place in my heart, and my stomach.  They have a signature flavor to their dishes.  

The best waiter in the world, Lee works at this particular one.  Request to be seated at his station and give him a big tip!"
,,,,,,,
5056,OFBJtqWGSx6n6CchtVmoRw,502,W569Kk54Xpj6PNmPUKILMQ,4,10,19,"Possibly the best burger I've ever had--definitely the best I've had in Phoenix.

I get the classic, which comes on brioche with a choice of cheese. It's the only thing I've ever ordered there, because it's so damn good I can't pass it up. 

AND they get their beef from humanely raised, grass-fed cows. And beer selection, and the fries with aioli... Well, others here have told you how good they are.

Pro tip? Throw a little of that aioli on your burger, too. Oh, and come hungry--it's a generously sized burger.

It's a little pricey, but Delux is a really delicious treat."
,,,,,,,
5057,6yuY73ycyyPiIG3zWkXqPQ,39,p6Z7P9jSFXKKLJsbe7PEWw,4,10,19,"I'm a supporter of this store. At present, it leaves something to be desired, but we're starved for a place to shop on this side of town that has local and/or natural foods, so something is better than nothing! Also, I have faith that they will expand the available goods as time goes on. I'm excited to see how it develops.

The good:  Great bread! This is the best part of this place thus far. The breads are fresh daily, baked locally, CHEAP ($1.79 per loaf for white, wheat, rye, marble ryle, onion, etc...), and all natural. And most importantly, they taste really good.  Picking up a loaf of the onion rye has already become a weekly ritual for me. They also have specialty pastries, tortillas, etc. Though I haven't tried those yet, they look good, and the prices are also very reasonable.

The produce is also good. It's not a huge selection, but the prices are fair and the quality seems good. It's great to have locally grown items available nearby.

Everyone who works there is super friendly, which is great, and they seem to be open long hours, which is really convenient.

The down-side: As I said, very limited selection. The dry goods vary between local (mostly) and mass-produced (some random items). Some of the local artisan products look great, but they're very expensive. I think they'd be a little cheaper at an actual farmers' market (ie, where we're buying direct from the producer)--but I do plan to save up so I can try the pasta, etc.

Weirdly, this place rounds out its selection of local/natural stuff with mass-produced crappy candy, ice cream bars, toilet paper, etc. I can't help but wish they'd found some greener alternatives. (Also-- Fiji Water? Come on, guys... That company is TERRIBLE. And the opposite of local. I don't get why they carry it.)

SUMMARY: Overall, a great effort that I think will get better. In the meantime, get over there for your bread and veggies, stat."
,,,,,,,
5058,c1yGkETheht_1vjda7G5sA,477,olMmtRvLTOSvn8E8gIYcGQ,3.88,51,36,"Amazing. Just stopped for snacks, had the fake crab rangoons and samosas. Very good. Will mos def come back to dine, hopefully several times, when in town. 

Love that they sell Diaya in the cooler and other lovely products, books and junk foods!"
,,,,,,,
5059,MPziC5MO2QQiYVAMM3fdSw,42,46uSYRP_VgcsmxBd8YPqbg,3,2,0,"this is perhaps the best italian food in Az. We have been going there for about 10 yrs and always recommend this place to all our clients. Best food, which is all homemade best service. This place never disappoints us. We recommend this place to our  clients and the feedback is thank you for the best food experience we have had."
,,,,,,,
5060,r-a-Cn9hxdEnYTtVTB5bMQ,229,q2S1fpp0deJhG9gWzo9ZyA,3.7,482,3255,"3.5 stars for me.  My first thought upon walking in was ""wow, it's small.""  Not a bad thing necessarily.  Could be a good thing in fact.

I ordered a ""Blushing Lady"" cocktail (gin, Citronage, lemon juice, simple syrup, and a splash of sloe gin).  I'm pretty sure it was served in a dribble glass because I seemed to have difficulty actually consuming it.  But what I did have was perfect for me, and I would like another.

I also opted for the special that evening which was a tenderloin sandwich with poblano, swiss, watercress, and charred onion.  While the poblano and onion sold me on it, I didn't quite get the swiss and watercress.  It was good, but could have been better with another cheese IMHO.  Also tried the herbed fries (delicious) and the mac 'n cheese (not as delicious).  The mac 'n cheese was good, but lacked the gooey cheesiness I crave.  We finished with warm doughnuts and salted butterscotch.  Doughnuts were fantastic, and it's hard not to like the butterscotch, but the ""salted"" part was missing.  A touch more please.

I had kinda forgotten about The Grind, but now that I'm reminded of it, it's worth a second visit."
,,,,,,,
5061,Y3nETidvklwdqNeGRzdGNw,5,Va6ifR3JU9ZTaRx9BX5JLg,3.95,87,60,"I had the chicken teriyaki bowl (with extra veggies and easy on the brown rice) and it was a nice lunch.  Nice alternative to fast food, although those sauces don't exactly make it healthy."
,,,,,,,
5062,6SMQl2vR37HvjYWwSl1V3w,79,K1UKuB4b1N9ILP7B5OLuwA,3,9,19,"I have been dining at this Indian restaurant for a few years now.  It was introduced to me by a close friend.  I have taken my co-workers, members of my ward, my mother and brothers and finally I get a chance to review it online.

I don't mind going in for dinner, but the buffet is to die for.  Their consistency has never failed.  This place is great!"
,,,,,,,
5063,08Z_Zzp8PyEmWWpYurIO-Q,12,0BZ5PJiVyQS2nUcTw8dahw,3.87,16,2,"While I like the food here, it seems like the service is just really hit and miss.  Just went a few nights ago, and after waiting 20 minutes for my food, I was informed they were out of what I ordered.  Then, they were out of forks and fortune cookies.  

That being said, when they do have my order, the food is always fresh and flavorful.  The management seems to realize when there are issues, as they have provided free appetizers and such when we were unhappy.  

Overall, a decent place, but might have to start trying other locations."
,,,,,,,
5064,t0NencbvVVlH6mcRlNTPcg,14,xpZXE_lM7EOluobBARg9mg,3.4,5,6,"lululemon is the best clothing store to hit Scottsdale since Ross. 

Even though exercise shorts there cost more than an evening in Tijuana they are worth every penny. So what if the pants there cost $160? They are awesome. Would Batman ever question Alfred about how much he paid for the Batmobile? No. Because the Batmobile is awesome and Batman would have paid any price for it. 

The men's side of the store doesn't carry a wide collection but what I did find was more magical than the sorting hat at Hogwarts. Everything is so comfortable and if you're overweight most of the pants and shorts have elastic so you don't look like a muffin when you put them on. 

I also like the workers there too. They are friendly and helpful and helped me understand that even if I liked some of the women's shirts there it would not be a good idea for me to purchase one and wear it. But I love teal I cried! 

If you haven't been to lululemon that probably means you hate small animals."
,,,,,,,
5065,ho4Te6bO2tGs56h9PF2vuA,80,p0I-j3Ja76ftLyQbie4fFQ,3.32,256,1016,"Where do I begin? 

Let's start with the server who literally yelled everything he asked or said to us. Oh, and then he rammed a chair into my leg and was just not very concerned about our experience overall.

Let's move on to the cheese crisp, which had plenty of grease cascading off the pieces, and virtually no ""crisp."" Did you put some cheese on a tortilla and microwave it? 'Cause I could have done that at home.

Both drinks were quite tasty- my tea was strong like I like it, but not bitter. Hubby's lemonade was very good, but he drank it so fast I didn't get a chance to steal many sips.

Let's discuss the entrees, shall we? Hubby's carne adovada chimi was decent, better than my carnitas. In fact, MY carnitas is better. (I keep aiming for Chef Hector's at Sam's...) Yes, the pork was very tender, but the salt was -shall I put it nicely?- aggressive. Sam Kinneson aggressive. The ""tortilla"" was an inedible science experiment. Thick and doughy, and made even more appetizing by the charred side, it reminded me of the salt play dough we all made as kids, formed into a pancake. Truly nasty.

As for the legendary salsas, Hubby found the green to be tasty, but he did not care for the flavor of the red. Neither was especially fiery to him either. 

Riding on reputation, are we?"
,,,,,,,
5066,H-99nG_KfynWPXh84TKj8A,31,0knqb8FyRcveyRck5mIBBA,0,0,0,"I've been here for dinner and the food was pretty tasty. The mixed grill platter is a definite recommendation, and the chicken biryani was full of flavor. The only downside was that the naan was just ok. Not straight out of a tandoor like naans should be.

Their weekend brunch was decent but kind of disappointing. The chicken tikkas were kind of bland and there were no fresh puris to go along with the channa and halwa. 

But all in all, a good tasty experience and definitely one of the better IndoPak restaurants in the Valley."
,,,,,,,
5067,LSElCCmJQNJDpIEf77NVpA,13,aZ8Yz0jl_Jm3e2Q4HeCtMg,3.67,10,4,"OMG I love this place!!! Im from Canada and this is ""continentally"" good"
,,,,,,,
5068,hpx8xdRVb_bjgc9h2xY5Pw,3,wQ_R-39R188IdXsMHzMIaQ,3.58,1325,8001,"The Paseo Trail travels through Chandler along the Consolidated Canal.  It runs mostly N-S, connecting to other trails along the canal in Mesa and Gilbert, totaling around 18 miles.

The trail is mostly paved on the east side of the canal and pea gravel hard pack on the west side.  It runs along subdivisions, golf courses and even a couple farms.  The grade is very gentle throughout.  I would consider the trail primarily for use by joggers, bicyclists and equestrians.

There is parking at the address listed for the trail and nearby parking at Tumbleweed Recreation Center at McQueen and Germann.  There is also easy to find street parking near many of the junctions with major streets.  A good southern starting point is off of Riggs Rd. between Arizona and McQueen.  There is plenty of street parking.  From here the ride north is mostly a slight uphill ride, making the return trip a nice relaxing roll.

One issue with the trail is crossings with major streets.  Most are not marked for motorists as trail crossings and there is no crosswalk so you may be faced with a relatively long wait to get a break in traffic or forcing the issue and forging ahead with care."
,,,,,,,
5069,L4qaRHqoy8tzY9Z-v17rxg,6,GwyDawdnOh2kcEo-EA75FQ,3.47,78,90,"Fast. 
Friendly. 
Cheap. 
If you get the ultimate package you get a free basic car wash in a week. Just keep the receipt."
,,,,,,,
5070,oKPRY3pQ-G6gmcbfE0splw,3,#NAME?,3.67,77,120,"We (my husband, 2 friends and I) visited Tavola last night because of a Yelp review. We weren't as enthusiastic. The service was great! We ordered 2 pizza's and 2 salads. The salads were fresh, that was a nice surprise, not bagged. The pizza was good. Crust was a thicker than we like. Not a bad experience at all just not quite what we expected after the 5 stars."
,,,,,,,
5071,sbsFamEj5wDxNAjUKrMcSw,264,t7iNuAtVXk62OlD7LGxjTQ,3.66,41,151,"RnR strikes me as a casual, urban place to meet up for drinks and a bite to eat. It's not what comes to mind when I think old town Scottsdale, but places like this popping up are helping to change my mind about the area. Unfortunately after I was finished I was reminded that it's still old town when I walked by a pan flute band on Main St.

The old town parking corral is directly behind RnR, you can get to it from the alley next to RnR or off of 2nd Street.

The space has a refreshing, industrial feel. I was impressed by the thought put into the seating options. Inside mostly features traditional high top tables for four, but I noticed they had a table near the bar that could seat at least 12. The downstairs patio features another bar, and both table and lounge chair seating. The upstairs patio has the best date seating, lots of tables for two.

There was a lot of staff working during my visit. The host was friendly, and my waiter was attentive. My water was never empty and I got my sandwich in under 10 minutes. If anything they were a little too eager to please. I was both impressed and bemused when my waiter refilled my water glass, apparently noticed my ice had mostly melted, then returned with a scoop of ice to add to my cup.

I just got a grilled cheese (which includes tomato and bacon) on my visit, I had dinner plans later but I was interested in feeling this place out. I really enjoyed it. The bread is cut pretty thick, which made me a little nervous. But it had a wonderful texture, and after a few bites I decided it worked for me and didn't overpower the delicious sharp cheddar and bacon like I expected.

I look forward to returning to try other meals, and to sample what the bar has to offer. I understand RnR will have both late night hours and breakfast service. This is a great place to visit any time of day, but I'm excited about having a new, good place I can frequent after (or during) a night out."
,,,,,,,
5072,cIPzndsbagQGj9U1sLqLtA,24,VWTXwJfDX-m11Vrmjjus8w,3.73,16,6,"Why everyone in the valley doesn't use this service is beyond me.  They carry every quality pet food manufactured, their prices are competitive, they deliver...FREE... no matter how small the order...right to your door....what a deal.

 I've used Goober for a couple of years they have never missed a delivery, never been late.  Great customer service, and the ladies that answer the phone really know their stuff!  Have a pet with allergies... This is your place for quality pet food, they will aldo have lots a good suggestions on your pets diet."
,,,,,,,
5073,YKOvlBNkF4KpUP9q7x862w,441,z0oUqFrS8x2Dt7NPXpb2QQ,3.67,162,184,"Had a friend invite/take me to lunch here at The Mission.  The physical place was great!  I had the arepas which were good, not great.  My friend had the tacos, which immediately upon being served them he realized he'd have to order something else (small portion).

My portion for the arepas was plenty as the venezuelan sandwich itself is filling, but also came with a mix of regular and sweet potato fries, which were good.  Actually the ketchup/dipping sauce was awesome now that I think of it.

Price -- hmm, a bit overpriced for lunch in my opinion, but I suppose that is Scottsdale.  That's really what was the difference between a 3 and 4 star for me here."
,,,,,,,
5074,hqVbmZNLTdR2y7G7oJu9vg,54,Cll6IAD9RbWdJaypnLmvew,3,30,21,"What a great find! We purchased a deal chicken for this restaurant as we had never tried before. We had an absolutely fabulous dinner start to finish. We started with Caprese salad and stuffed mushrooms both were very good, then for entrees, we had Chicken florentina and Pasta romantico. Both sauces were the best we have had! The atmosphere is like you are in Italy. I would have never figured from the location but we will be regulars."
,,,,,,,
5075,01cEFI5Pq_RyEwM3GSTopQ,67,cPoLz2KNAgIZ1Y7n6ebI5Q,3.84,81,438,"Blue 32 wins my MVP award. I practically lived at this place during the Giants World Series run, and loved every moment of it! 

Despite the fact that I am still stuck in an orange and black-out World Series Championship daze (that will probably continue for at least another month or so), I must up the rating of this place to 5 stars because Blue 32 is now my favorite sports bar in all of Scottsdale. The service is top notch and the atmosphere is excellent for game watching.

Here are the main two reasons why I will keep coming back here: 1. Food - This is the best bar food ever! You must try their onion rings, they are crazy delicious. Also if you aren't in the mood for fried food they have tons of healthy options as well. 2. TVs - Sports fans, it doesn't get much better than this when it comes to TVs. Outstanding visibility from every angle of the restaurant. No sports bar in Scottsdale can compete with Blue 32's TVs.

Go here for a game and you won't be disappointed. I decked myself out in orange and black, screamed, jumped around with excitement and just all around enjoyed myself while hanging out in the bar area during the games. Overall, Blue 32 is a high quality sports bar and you've got to check this place out!

P.S. GO GIANTS! =)"
,,,,,,,
5076,lVkDZZ8sTafPlq7f1i5row,141,CAAyuzX3Sln--N_9UkFUEw,4.03,163,119,"Harvest hash is incredible - ask for their house made BBQ sauce on the side. 
Vegan raspberry banana bread French toast!!!  Sooooo good!
It's a busy place on a Saturday morning but they work fast and everything runs smoothly.
A gem!!!"
,,,,,,,
5077,9VZ_imQjvgtpt3k6W6AQ_A,196,TGHLCjCkzee94TTh1CN6nA,3.9,48,122,"Ok, Stingray has it's high points. It's trendy, hip, and might just explode with young, beautiful people. The atmosphere and decor are nice, but that doesn't completely make up for the fact that the sushi simply falls around the mean. It's average. The menu has a nice selection of rolls and other dishes, and they're good, just not...great. We had a couple different specialty rolls, a tofu dish, soft shell crab, and tempura. Overall it was fresh and well-presented and halfway between actually authentic Japanese and some American Asian fusion food. The bar is crowded if you grab drinks while waiting and the bartenders weren't really fabulous in any way. Same goes for the servers who lack attentiveness and decorum in general. For a place with such a wait, huge crowds, and pretentious hostesses, I'd expect a little more. The curved booths along the sides are nice, though. Oh and, beware, in regards to the well-earned and deserved ""scene"": you might just see/run into every person you want (and don't want) to on a Saturday night."
,,,,,,,
5078,AqbgC7Gul5Es1rRzGNLDFA,362,nw16hNLJxk3w_L8s6lgpTA,0,0,0,"I was so excited to try these cupcakes, but I've got to say I was pretty disappointed, especially after waiting in quite a long line. I am a cupcake fiend, but they were not nearly as good as I thought they would be. I got 7 different flavors and I didn't think they were very sweet and, cake wise, they all kind of tasted the same. The frosting wasn't all that great either. My mother and kids tried them too, and didn't think they were all that great. Don't get me wrong, they weren't awful, but I'd never go back. I tried them and now I'm done. I'd rather save my money (and my time) and bake my own cupcakes."
,,,,,,,
5079,6S5EHLFQXnaw_Q0dk2OxtA,4,PQmwqtLi9eYZXQmrl3gTsg,3.83,6,4,"Banfield is okay for routine check ups for maintenance and preventive care. That is why they offer a ""wellness plan"". When it comes to your animal getting sick, I would go elsewhere. It should not be called a Hopital. The doctors are there for profit only and do not show any care for your pet. The vet techs care, but the doctors don't listen to them. This place is lacking ethics when it comes down to making important decisions when it comes to your pets health."
,,,,,,,
5080,QB1dMlATwesPf6rrJGLQww,47,tVah6UCN4p-jOCqh1jMDgw,2.87,47,110,"For a pretty yuppie place, Desert Ridge has a decent enough assortment of shops, assuming of course you can find them.  Sure, you can theoretically pick up some new accents for your living room, a new pair of shoes, some books and the materials to make new candle rings in one go after which you involve yourself with movies and a beer, but you may give up in frustration before you ever find a place to park.

I dearly hope whoever laid this place out is no longer in charge of such projects.  There is no logic whatsoever to the layout.  Trying to drive between the lots can verge on nightmarish.  Needlessly huge islands in the parking lot put leaves in the way of ever finding what's across the way, so navigating the place on foot is often out of the question without even taking the Phoenix summer heat and wretched drivers into consideration.

Desert Ridge probably isn't going anywhere.  I've never been there that it wasn't busy.  It's almost impossible to avoid if you have any significant shopping to do.  But, the restaurants here don't tend to last long.  They come and go before Yelp can ever get to them, leaving an endless strand of big box outlets and bastions of poor fashion sense."
,,,,,,,
5081,j7XuypdW_w935NhjbvKPQw,171,CXw5W8StPoZ-Zfz3fHIp9A,3.61,159,226,"First I will admit to not being a very impartial critic here-I absolutely adore a good bowl of ramen.  Although I've not been to Japan I've been fortunate enough to visit some outstanding ramen houses in Seattle, Honolulu, Los Angeles, Chicago, and San Jose.
While I think this is probably some of the better ramen I've had in Arizona, unfortunately that's not really saying much.  It was okay, not great.
I ordered the miso ramen with chashu hoping against hope that I'd have a reasonable facsimilie to Santouka's spicy miso available in the Mitsuwa stores around the country-drool.....  The noodles were decent, though I wish there was more of them.  The broth was not very miso-y and lacked the depth that really makes the ramen bowl.  The chashu was really the weak point, sliced thin pork with no real discernable chashu quality.  The accompanying vegetables were fine although I wouldn't say it's what I'm used to/looking for.
In short I'd say this is Americanized ramen-and no, not the cheap junk from the package but suited more for an American palate instead of leaning toward authenticity.  No fish cake or bamboo shoots, none of the cloudy unctuous broth, no pork belly chashu.
The place looks great and the staff is great, I wouldn't dismiss it but Republic doesn't get a fervent recommendation either."
,,,,,,,
5082,o1GIYYZJjM6nM03fQs_uEQ,147,l1pDIB6AwotEH_N35sN57w,2.14,8,6,"Waited for Mad Men characters to walk in! Seriously? Went here last night for the first time, ordered 3lb stuffed lobster, stuffed with crab & scallops, lobster was tougher than nails, scallops were tasteless, crab was ok, charged an additional $15 for this stuffing but neglected to tell us until after I questioned the bill. Hubby had a 3 lb. not stuff lobster, but were tough, questioned it and was told ""they are sometimes tough"", Server was great! They have absolutely no idea how to make a dirty martini! The ONLY good I can say is that the bread was great. Not going back here, seemed to me that the crowd in the bar was well over 70 and the crowd in the restaurant was mixed! Reservations? Not needed at all, the place was empty."
,,,,,,,
5083,JokKtdXU7zXHcr20Lrk29A,735,1ZMeRTsPVkhBBch0UnFiUA,5,8,8,"Every time I go into this place its with good times and cheery mates and I leave the wiser with a pint of fresh brew and some of the best food. 

To make a great date, go to the Phoenix Rock Gym first and then climb the ladder on the back wall and walk in around the back...Great times for every one!"
,,,,,,,
5084,#NAME?,105,fEVIIMjwaFJmjuC4BboVzg,4,4,4,I am from Chicago - and the italian beef here really is perfection.  Add to that the friendliest people ever and the amazing hotziki with fries- and they've got me forever.  Their falafel wrap is insanely good and the patty melt is to die for.  I could eat here every day - and I practically do!
,,,,,,,
5085,D1T1jtCfTfXD-cQE3QViow,126,_7IJAWxTgGA6ir8mkV7f7Q,5,1,1,"Super friendly. Joe was there greeting everyone, refilling coffee, and sharing how we uses local Arizona suppliers. Great diner food and decor. Loved the biscuits and chorizo gravy.  Will definitely be back."
,,,,,,,
5086,P7meKfzM0rC8L54A0fkroQ,3,nXJttm45CqOifiBnZca75Q,0,0,0,"Dr. Plotnik was great, took a great deal of time answering all my questions and explaining everything I was unclear about.  I will say some of the office staff weren't the friendliest, customer service oriented people and it did take 1 hour to get from the waiting room to the exam room.  Overall the most important aspect is quality experienced care for something as critically important as your child's vision."
,,,,,,,
5087,wzQAmzQopWcfoCG8lfiE_w,14,UOXgbciGKe1ZYMN6F6zt9g,3.99,78,79,"1st off I just want to say that i do actually think the food here is pretty good tasting, regardless of how brown the guac looks.  My problem is the service, everyone who works here is either lazy, dumb or a combo of both.  At Subway they at least pretend to be helpful, here they ask you the same questions over and over (ex. I have been asked what toppings 4 times and I only had 3 things added so really...) and still mess up.  One particular time my friend got a roast beef sandwich and half was roast beef half was pastrami, how is that even possible!?  Either way if they dont shape up they should change their name to Port Hole because its run by a bunch of As*holes."
,,,,,,,
5088,TzImzfIWkZTnetKl2a4-SQ,132,WF-MyenfDFfgO2OvvM3f_Q,3.76,484,491,"Stopped in here for lunch the other day.  I ordered the Marzen barbecue chicken sandwich with garlic fries.  The sauce on the sandwich was good but the chicken breast was pretty tasteless.  The garlic fries were a winner!

Service at the bar was fast and friendly.  It was nice to have a TV to watch as I ate lunch."
,,,,,,,
5089,vvMR0jgDoBA-g1XgZy8sEg,155,shWaAaaUyKnlPde9rVg0Vw,4.15,13,21,"If only they had a place like Tryst Cafe back in California! The first and only problem I had with the place was the fact that I wanted nearly everything on the menu. They have amazing specials, and while the Monte Cristo breakfast sandwich and glazed-walnut French toast looked amazing, I was hungry and opted for the Hawaiian breakfast.

The food came pretty quickly and was warm. We didn't order any drinks because the fresh-squeezed one's are so expensive it's actually cheaper to buy one of their smoothies. The hawaain special- composed of 2 fried eggs, shredded Kalua Pork, cabbage and rice- was tasty, but a little bland. They gave my brother and I (we ordered the same thing) some soy sauce, but I would have preferred a nice dollop of ketchup instead of the sodium infested kikkoman. Other than that, the dish was delicious. They fried the eggs perfectly, the runny yolk making the rice and pork taste even better! I usually only like my eggs over-hard, so it was a pleasant surprise.

My mom opted for the healthy option, getting the yogurt parfait. In my opinion, this was the disappointment of the table. My mom claimed that she loved it and that it tasted like Beijing's yogurt. My mom must have some really refined tastebuds because all I tastes was some store bought low-fat vanilla. The granola was good and the berries fresh and few. What can you expect for $5? In my opinion, a little better than that. My dad, opting for the unhealthy option got the huevos rancheros. He ate it so quickly I didn't get a taste, so I can only assume it was tasty.

Overall? Great choices, great venue, and good food."
,,,,,,,
5090,lvpXyfTDF5WZnjzc36r5Wg,101,q10iRWpkiI8mr1MO6v9Alw,4.08,25,61,"I've been here quite a few times, and always love their food. Pretty good servings for the amount of money. Burger yesterday was a bit over-cooked, but the fries were great as always. I love how small it is - friendly staff and it always seems like the whole family is back there cooking and serving. Would definitely recommend. 

So all in all, great for the money, and convenient because it's close to my work, but I wouldn't drive across town for it."
,,,,,,,
